fake_column_1,fake_column_2,fake_column_3,fake_column_4
34,18,0,10
55,10,55,31
23,20,36,38
49,79,74,24
40,6,18,55
67,65,95,29
44,96,59,95
77,15,34,75
70,23,77,2
17,56,9,58
51,97,6,64
10,17,86,27
66,54,14,83
17,93,90,17
1,69,84,41
71,67,60,63
4,82,29,26
17,34,4,26
27,5,78,59
72,85,43,87
94,19,75,95
82,19,100,80
86,73,15,74
52,97,73,97
6,2,50,50
97,58,99,66
46,9,33,35
85,82,93,2
70,60,84,74
83,95,24,6
75,29,30,31
57,59,96,21
31,80,53,92
10,46,92,13
40,28,61,6
53,43,94,18
13,6,23,47
90,11,79,61
51,46,83,77
65,62,75,10
15,7,7,1
26,49,60,42
50,71,68,53
40,28,43,92
42,50,55,19
33,48,62,31
14,81,55,57
28,99,91,3
97,42,14,70
4,56,49,66
75,99,96,12
57,7,48,88
42,71,29,36
71,84,15,27
8,17,97,24
50,61,98,43
55,78,36,70
21,13,95,24
60,16,78,64
48,63,41,57
53,11,59,81
11,22,90,85
30,22,73,10
44,1,0,10
71,27,89,87
97,81,33,86
10,18,45,48
30,90,91,3
8,20,22,24
40,70,12,0
80,44,39,3
32,70,44,43
61,33,23,64
35,67,43,51
81,40,98,100
97,51,10,11
40,29,8,96
28,4,37,64
14,82,51,65
54,54,17,3
72,48,100,96
24,84,21,46
91,10,6,50
54,61,63,90
10,90,62,74
81,7,34,11
35,75,44,96
9,68,27,99
78,90,64,53
85,71,51,93
63,79,43,96
66,6,32,73
85,80,90,3
26,12,31,6
9,82,92,96
46,7,39,83
52,22,23,41
9,98,70,13
51,59,27,74
40,79,89,72
49,36,91,22
48,8,20,28
68,21,25,63
28,54,54,13
90,55,13,77
58,8,100,40
8,13,84,32
42,88,16,86
48,87,36,69
84,40,24,31
11,40,0,55
41,89,17,42
5,21,41,84
87,94,41,84
67,35,77,51
83,4,85,2
6,100,68,64
21,74,39,33
31,7,33,71
25,31,75,36
91,22,77,61
42,31,75,14
27,91,74,24
72,71,15,78
49,44,44,15
61,88,11,53
88,59,76,28
41,88,83,98
29,1,73,88
16,11,72,16
68,24,84,61
94,15,91,55
54,3,37,26
58,66,43,35
87,61,13,47
42,30,46,63
71,96,92,100
39,52,25,36
28,75,76,40
22,49,8,44
81,70,37,14
97,22,31,11
30,83,69,51
42,8,9,59
81,11,88,71
39,47,53,7
94,73,37,39
28,94,26,46
1,29,37,65
25,2,12,25
83,92,17,84
3,57,0,13
85,41,32,70
82,5,67,49
25,12,26,38
90,57,28,19
77,99,94,28
81,82,32,95
9,81,37,79
37,87,3,47
40,60,80,11
15,26,55,14
2,67,99,75
70,47,5,85
2,53,23,69
54,60,9,69
33,43,92,54
37,61,4,49
8,67,53,50
0,6,54,52
5,37,61,37
82,87,67,36
99,39,89,43
32,87,51,81
27,95,1,82
13,38,26,15
9,81,42,61
54,39,31,34
16,13,71,20
33,66,17,77
44,79,70,13
2,26,62,65
60,26,55,97
77,80,56,88
45,24,21,44
55,52,100,23
41,60,30,51
23,36,37,14
74,31,13,3
84,17,20,48
15,52,95,33
100,28,1,25
87,72,0,32
7,2,22,84
81,54,63,25
84,91,8,54
96,34,85,60
9,88,43,51
65,75,66,65
79,78,46,28
19,93,52,76
30,8,11,27
17,48,69,77
100,2,25,52
85,1,3,17
44,92,32,78
32,93,85,63
27,38,23,99
2,53,95,71
4,58,6,7
66,32,31,94
68,37,78,5
85,39,35,64
72,76,40,5
74,3,32,27
33,98,73,85
57,56,26,70
94,18,54,46
98,11,17,11
29,22,38,25
71,25,93,2
4,49,55,71
27,30,59,31
11,42,18,23
95,92,69,54
18,9,48,85
43,8,35,11
79,96,81,92
93,28,11,47
40,84,4,71
9,97,36,38
95,72,32,57
32,25,32,66
44,59,32,9
45,84,65,43
4,42,74,61
78,94,77,64
29,20,56,27
7,91,9,52
82,42,7,6
70,19,70,39
12,3,34,68
91,79,87,84
56,33,34,39
36,57,33,26
26,62,51,63
14,75,53,74
97,85,25,25
89,99,31,82
60,69,69,97
22,16,57,31
98,15,42,62
52,41,90,81
76,23,0,48
95,90,99,45
16,63,7,69
91,39,4,95
49,28,16,62
69,28,80,71
71,19,76,10
15,88,88,73
25,37,12,49
38,9,21,15
42,72,28,27
86,42,79,84
90,7,95,92
14,98,34,80
41,29,81,29
16,39,17,7
34,3,36,10
28,84,23,6
7,9,72,98
19,29,41,100
46,31,97,37
7,31,16,53
93,33,94,55
20,18,50,86
75,43,35,80
47,57,3,51
93,36,49,36
99,28,95,82
69,74,68,63
69,51,92,85
37,95,49,27
85,33,80,93
48,9,1,62
52,40,63,71
70,20,55,74
24,93,75,27
58,69,10,16
99,42,28,82
57,4,24,29
36,67,94,33
2,42,100,78
62,90,51,65
57,64,18,70
38,23,100,25
67,84,24,12
30,17,28,14
28,77,97,99
41,81,18,77
54,2,69,6
13,40,9,5
60,45,28,23
20,70,26,84
13,48,78,66
46,6,15,97
83,10,7,16
37,29,96,97
43,24,44,14
53,78,50,98
45,28,16,39
46,2,83,21
41,55,97,62
60,38,13,12
62,6,85,74
13,29,13,74
33,11,77,32
18,9,83,63
34,34,87,85
34,4,93,27
13,33,48,64
81,31,82,70
96,8,50,27
13,65,33,20
41,40,27,83
0,91,71,10
40,52,60,42
38,42,83,97
22,67,88,99
72,66,75,2
4,83,85,10
77,28,37,46
31,35,27,45
57,64,86,50
30,65,6,35
45,33,70,28
77,12,25,27
93,67,0,49
88,67,46,12
69,99,66,22
84,44,32,78
30,5,47,25
88,30,28,81
38,40,92,19
48,45,9,33
21,60,77,19
21,24,82,15
55,45,44,29
15,0,43,97
21,98,47,59
60,17,43,81
29,75,75,77
22,26,48,58
67,22,74,43
48,0,37,3
18,25,67,33
55,72,100,91
55,59,34,97
38,95,62,38
80,48,62,74
5,70,7,19
46,83,10,5
96,72,97,37
37,64,34,15
53,95,39,12
55,8,11,37
19,10,17,18
38,44,59,98
11,30,68,33
32,52,63,59
64,9,23,33
70,65,13,86
69,68,39,11
49,82,99,22
27,93,82,22
35,38,83,8
27,89,11,34
29,32,100,67
22,13,74,50
4,3,39,70
76,91,43,50
7,52,26,14
63,86,14,16
23,94,57,71
53,52,92,53
100,14,88,79
20,3,79,75
66,34,68,21
71,3,96,38
17,74,42,95
98,99,29,57
39,81,18,48
51,72,52,12
42,39,9,85
38,18,8,41
33,80,72,71
96,5,42,85
28,12,78,41
93,58,58,43
95,31,80,85
17,54,46,90
93,2,57,41
83,77,48,56
64,38,56,50
89,55,84,73
34,32,68,45
55,53,34,88
80,46,76,45
36,0,93,8
72,4,75,83
4,52,41,73
23,4,18,88
17,45,56,83
57,76,98,1
89,74,3,7
4,18,81,33
54,72,7,20
15,57,67,21
13,26,23,74
90,0,82,53
86,77,11,83
42,7,13,50
20,32,54,70
43,55,44,19
54,96,72,18
92,67,84,88
46,66,29,80
94,7,47,54
87,80,30,73
99,100,43,33
2,38,38,39
61,16,58,35
22,70,35,75
81,70,48,35
84,12,38,32
8,74,54,39
48,86,46,41
74,69,54,61
1,17,73,72
93,74,44,78
71,17,74,65
98,41,43,75
29,53,58,44
94,41,68,99
95,54,3,82
19,14,24,75
2,55,23,20
45,78,10,95
88,4,64,11
22,28,40,24
57,14,55,64
84,52,38,72
62,68,55,36
60,68,34,54
97,41,13,1
13,37,22,62
42,28,44,29
10,37,74,76
90,61,37,39
97,96,78,43
69,46,35,70
100,67,66,16
25,72,47,96
83,12,89,81
3,90,92,55
95,55,62,27
99,34,83,28
86,81,38,5
14,63,4,18
57,79,47,14
54,12,63,38
1,54,22,72
57,100,85,60
22,2,59,33
63,72,79,33
73,93,18,91
68,27,76,12
53,8,74,17
39,16,57,76
5,10,51,22
48,93,60,82
30,68,13,45
87,35,76,32
1,94,96,10
30,28,93,38
43,38,43,81
32,10,42,0
29,58,83,40
44,23,43,6
28,100,74,97
68,53,34,77
49,79,99,42
93,100,89,18
5,88,16,61
64,50,51,73
96,91,17,37
97,2,1,95
33,10,44,26
81,76,11,93
24,90,90,17
85,8,60,37
99,85,44,2
96,43,81,69
95,98,6,77
72,72,13,85
34,9,45,83
24,92,52,52
53,34,13,10
47,98,18,3
89,90,51,34
2,60,62,64
80,35,19,89
23,51,69,78
82,61,12,14
67,51,67,1
60,26,99,72
66,80,2,8
93,48,97,70
87,9,97,84
81,6,25,17
66,63,43,79
94,81,67,5
93,65,20,3
23,26,23,41
21,24,81,79
23,92,51,60
1,75,36,14
51,17,38,68
92,61,83,72
78,48,24,57
5,58,32,50
93,6,21,2
84,21,77,100
99,21,24,52
64,32,13,5
85,72,49,42
57,95,15,63
54,81,48,91
63,23,78,28
33,57,49,45
83,82,50,68
36,42,40,84
95,28,69,1
11,18,39,87
73,21,43,15
40,33,79,13
93,90,84,87
100,89,81,16
84,1,28,27
88,72,47,13
62,49,58,80
54,21,29,83
33,69,43,12
63,97,18,0
34,92,43,47
73,70,33,81
99,72,86,32
25,81,16,95
89,72,80,82
59,45,59,42
100,82,34,27
52,59,41,58
67,17,44,48
58,74,18,91
5,59,85,60
42,59,16,24
12,51,2,95
20,36,48,44
24,56,72,7
17,44,29,3
16,61,23,55
87,58,48,80
90,4,92,6
0,39,98,89
46,0,31,38
98,45,61,82
61,38,83,43
62,3,6,32
56,88,8,16
49,51,55,99
50,6,32,2
20,52,71,83
82,47,56,31
53,47,1,85
55,42,33,4
88,1,75,98
34,19,46,82
70,40,85,69
6,18,36,48
22,32,52,86
34,92,29,37
71,89,94,71
25,72,95,26
98,87,81,31
26,19,83,63
19,57,93,20
25,29,34,38
89,79,62,58
5,27,6,57
14,3,21,88
65,69,44,70
70,100,20,79
69,64,30,17
5,12,70,29
64,58,45,53
13,76,96,48
32,67,60,25
23,64,58,21
46,30,55,4
16,4,86,29
38,85,12,80
6,40,2,16
0,64,44,51
65,80,38,46
64,56,91,50
20,79,51,75
26,69,60,45
23,61,93,33
61,79,25,63
64,50,64,19
2,6,45,99
63,35,23,15
92,3,56,100
44,39,86,72
31,89,61,33
96,25,10,29
24,44,86,99
65,35,44,92
5,71,29,89
58,49,7,67
7,74,76,34
14,31,37,10
0,61,67,83
94,60,86,36
3,6,54,0
93,78,74,32
85,91,60,30
73,94,40,26
2,41,35,51
12,74,79,72
49,29,14,54
26,7,59,69
66,19,30,68
79,34,75,18
69,14,0,8
22,30,43,43
20,42,63,5
86,66,1,52
35,83,12,88
2,40,45,79
75,99,78,63
85,6,63,19
100,54,10,91
45,50,56,62
20,71,21,11
90,18,27,51
28,28,100,7
97,19,68,89
17,30,24,86
13,51,28,86
91,97,64,61
52,1,61,97
69,21,17,56
11,35,43,24
24,13,47,58
25,4,6,72
79,27,34,31
10,22,90,58
63,51,42,0
13,60,78,48
66,38,74,58
52,28,69,72
76,36,85,24
2,96,82,8
68,18,77,89
96,87,96,37
30,27,51,68
72,58,90,97
41,10,40,13
74,24,63,65
36,72,98,88
96,70,50,96
85,59,84,98
59,33,10,66
69,43,17,53
20,20,17,26
14,30,50,66
9,35,65,10
41,54,26,57
57,0,61,65
42,36,44,52
70,74,42,69
62,66,20,84
29,60,54,94
12,37,76,17
87,21,76,17
74,62,25,100
57,44,33,83
46,80,57,17
63,61,72,74
68,23,92,1
19,3,54,88
18,21,6,13
86,33,14,71
19,67,54,76
100,31,45,63
37,9,57,19
46,38,38,33
41,44,46,30
91,47,100,0
9,97,48,53
75,79,77,30
89,99,29,82
52,2,64,1
1,37,5,90
19,79,31,17
7,31,62,62
40,60,68,72
16,19,7,63
30,95,22,15
66,43,37,19
22,34,86,22
95,37,91,82
26,86,25,100
89,17,57,43
47,79,83,20
41,98,88,67
86,85,49,24
79,61,78,11
54,23,4,65
100,81,47,74
3,45,34,62
37,86,5,30
65,69,12,46
97,19,81,71
70,80,42,44
52,15,13,41
10,29,49,42
64,19,56,52
100,60,38,28
5,97,58,92
19,97,64,64
47,94,23,72
62,10,79,91
2,13,11,37
6,29,22,48
95,75,81,15
24,82,4,98
47,17,4,100
39,14,1,22
62,54,33,89
27,2,41,41
12,18,84,83
0,43,49,10
9,21,12,83
45,64,23,45
10,96,14,60
86,76,52,15
67,70,30,60
12,23,58,68
25,43,75,7
96,45,14,17
68,60,14,39
41,42,72,71
46,16,46,34
0,100,83,54
11,49,31,22
69,72,71,57
39,82,99,44
19,51,19,76
68,34,57,23
64,67,86,35
93,78,69,51
67,100,91,4
46,46,81,17
50,81,16,18
24,1,34,69
0,90,62,77
86,27,13,44
88,41,100,39
6,39,2,6
39,92,28,66
71,31,86,77
36,55,71,23
17,49,5,43
3,33,39,4
93,4,88,8
33,83,10,60
22,49,6,90
57,93,82,43
53,56,70,81
56,47,18,45
72,22,18,60
63,85,15,85
100,69,21,63
24,13,23,64
82,75,15,27
86,55,46,86
71,1,47,37
82,92,76,22
36,45,0,41
45,47,62,71
45,59,15,85
24,71,39,25
59,85,63,13
78,82,32,32
17,70,77,16
11,70,32,90
1,70,39,84
82,34,2,21
41,11,85,35
53,13,74,11
73,93,22,53
30,88,5,10
49,3,81,65
58,100,60,77
14,19,57,31
3,73,0,94
60,86,30,0
88,46,44,89
69,92,9,76
68,88,46,68
88,19,52,91
32,4,26,24
5,81,88,89
99,3,77,6
51,83,98,79
94,21,46,88
93,46,52,93
42,54,99,60
67,33,36,59
54,57,83,20
82,63,83,90
45,96,85,29
99,84,30,69
54,53,48,95
88,88,21,35
100,58,35,73
7,70,99,35
49,65,65,64
24,1,77,18
46,59,23,86
80,51,61,87
56,14,36,49
18,83,27,14
80,10,12,23
73,56,19,77
70,97,2,21
69,69,33,40
79,19,38,70
2,37,40,74
57,82,96,60
16,57,0,50
16,31,86,78
21,74,44,2
92,15,69,88
30,19,55,29
1,48,64,99
32,69,0,53
82,26,72,79
66,10,61,15
22,22,55,20
89,58,71,56
30,87,30,32
95,2,55,38
69,67,41,33
50,60,87,59
78,7,52,88
15,20,49,4
83,49,85,0
63,54,83,55
62,89,57,75
44,63,35,2
39,15,26,0
77,62,61,44
56,47,54,15
10,97,14,80
10,15,35,36
13,59,76,42
93,89,80,4
19,44,78,47
54,12,48,93
84,65,49,74
86,52,36,94
93,27,20,59
12,40,2,23
99,83,32,99
1,96,7,74
9,66,90,31
89,87,100,25
87,57,83,58
33,5,10,3
83,87,11,0
95,73,20,2
28,11,85,41
51,40,94,38
90,34,33,43
91,22,23,76
99,32,46,40
0,60,43,79
45,50,4,17
74,10,19,18
20,48,43,90
38,92,16,83
94,43,7,67
36,26,97,23
66,29,85,45
46,53,88,30
98,13,81,14
82,87,69,66
87,86,58,74
66,82,91,24
33,29,96,17
92,89,46,45
52,72,35,13
23,35,31,41
42,46,90,60
99,82,62,75
54,68,11,37
31,9,52,17
26,60,5,69
85,14,30,9
52,73,93,8
100,47,91,27
9,42,12,82
96,5,61,64
47,98,54,34
9,80,67,46
21,25,68,76
74,98,49,78
15,78,49,4
11,52,79,24
84,14,93,93
77,18,28,3
45,26,42,85
98,21,11,90
74,72,89,18
62,15,49,43
15,77,9,70
48,86,7,6
62,34,3,36
66,65,49,86
11,85,95,71
29,14,84,1
64,64,36,34
80,36,16,53
34,100,38,9
4,42,48,38
62,27,42,14
93,8,91,38
30,85,77,38
37,55,43,86
92,91,54,72
84,39,85,29
79,66,3,39
69,38,74,83
89,99,39,20
60,1,87,26
48,4,23,84
3,59,25,72
90,45,78,90
81,87,55,54
88,37,62,28
51,2,73,73
80,52,53,3
90,70,61,71
63,58,97,0
50,6,26,75
61,39,43,56
52,71,85,61
10,85,81,52
83,31,58,49
77,20,84,36
54,62,10,89
6,30,58,86
48,6,3,38
70,77,80,8
47,59,87,57
80,28,20,49
16,70,92,28
75,85,78,33
62,65,40,77
47,29,98,80
71,62,18,74
3,92,59,25
74,78,28,55
4,74,36,47
49,13,49,51
29,85,19,18
54,63,73,84
54,42,94,6
99,92,47,31
24,15,10,64
94,0,59,73
63,37,28,25
14,34,4,86
85,100,39,79
58,25,76,87
0,4,52,65
91,35,28,87
69,51,62,43
77,91,37,62
56,66,17,46
78,34,77,57
14,98,9,87
57,31,44,61
95,53,94,53
89,61,79,42
70,57,93,62
95,73,91,53
87,51,7,28
81,27,77,13
51,48,29,73
16,32,76,79
35,84,24,87
31,38,64,12
61,51,64,28
27,92,3,92
53,95,67,13
44,63,42,84
83,47,3,19
53,80,19,100
25,9,98,0
43,70,30,99
50,5,46,50
22,28,58,8
74,71,68,16
33,77,48,15
0,72,68,69
60,33,31,24
17,81,29,66
54,71,4,89
81,67,47,7
56,51,80,55
67,96,28,23
53,64,96,53
34,94,62,73
46,16,23,66
87,38,79,34
6,26,3,57
56,69,95,29
70,76,80,95
11,31,5,52
59,44,2,42
8,100,73,80
44,4,98,32
99,94,80,1
33,11,38,72
7,76,20,44
40,61,16,55
91,66,45,95
62,96,51,47
28,47,84,18
42,6,28,6
27,70,79,4
30,57,68,64
92,81,9,70
46,98,37,22
28,78,94,16
18,76,79,52
17,96,58,36
89,88,42,56
51,15,3,52
38,91,77,2
1,51,59,22
50,81,34,53
100,39,1,69
4,75,85,44
18,92,74,65
17,64,5,68
99,54,97,19
75,69,28,17
53,60,78,8
6,30,89,70
20,77,14,73
20,52,88,93
84,50,95,54
90,88,2,15
37,68,94,80
45,37,90,42
98,67,15,90
100,53,52,93
23,50,52,60
3,18,61,52
6,29,43,60
52,98,26,61
84,2,32,18
19,13,88,32
80,40,89,24
85,58,42,29
98,27,97,89
48,55,41,2
71,66,84,47
47,23,92,9
27,21,52,97
51,77,23,4
30,25,8,81
64,8,34,4
56,12,93,49
10,19,83,60
20,61,68,92
53,20,3,37
1,98,92,57
33,54,71,45
17,25,97,65
40,22,61,91
78,90,60,83
40,30,83,79
9,59,15,67
64,36,59,40
96,14,33,19
7,95,23,52
32,5,48,84
23,95,44,27
23,52,26,62
30,0,51,45
34,11,86,72
10,81,37,13
18,73,64,13
60,84,41,80
9,44,42,1
8,23,28,24
30,94,50,82
0,94,45,93
27,78,92,89
61,0,98,23
61,28,42,58
6,65,14,48
73,18,50,20
85,34,72,46
30,51,98,97
83,40,46,49
12,34,92,40
57,49,24,84
58,6,49,94
34,40,44,20
83,100,9,2
74,16,89,42
62,16,33,78
2,50,94,85
18,95,76,34
76,38,78,98
36,50,97,48
85,6,8,95
92,48,65,49
9,52,62,30
12,82,53,43
99,64,48,21
46,35,56,33
7,5,79,38
59,74,6,11
39,89,33,45
100,5,40,83
33,90,68,44
8,9,92,18
72,40,22,4
31,45,27,90
91,42,75,78
8,9,11,73
28,3,76,47
38,91,70,5
58,22,13,46
94,17,67,86
21,85,56,8
75,1,94,41
72,25,27,56
93,45,81,72
84,88,75,99
66,95,47,47
28,22,71,92
59,35,86,25
54,12,5,49
77,17,38,93
14,73,16,56
30,16,76,26
27,52,34,62
30,94,64,41
54,47,88,82
40,92,48,70
67,80,48,45
29,66,60,83
31,88,4,87
28,79,68,20
43,63,53,48
27,69,30,79
46,43,98,68
38,81,2,32
74,91,58,10
58,25,2,51
51,37,72,47
84,4,12,48
96,73,97,60
34,68,56,59
40,38,17,45
98,78,3,49
50,82,72,75
4,1,61,53
38,82,2,69
52,100,57,44
79,90,82,72
13,74,21,3
87,26,67,74
80,13,26,24
9,47,75,90
94,99,39,72
47,59,89,36
79,0,62,8
41,50,20,1
3,54,75,86
8,44,81,47
58,65,44,21
73,44,44,66
4,5,29,44
93,49,78,47
66,45,37,20
16,76,90,11
1,46,68,30
16,100,19,26
62,15,64,1
96,92,70,20
15,20,58,47
65,46,72,57
4,53,97,93
99,34,50,71
45,29,72,5
66,66,42,62
23,16,84,14
60,96,74,2
27,47,59,85
74,56,26,31
30,76,50,72
28,19,20,9
41,39,18,73
86,83,91,9
55,4,99,33
88,32,69,1
30,78,15,23
37,81,46,47
29,63,6,15
61,98,32,40
28,11,15,25
39,7,90,4
61,92,42,20
48,3,91,88
77,68,40,40
31,87,56,18
31,22,40,84
98,74,31,48
91,55,21,62
75,100,74,17
51,94,52,35
40,49,6,37
28,93,56,26
8,13,98,70
20,47,34,24
51,58,23,34
22,64,50,41
1,61,100,46
73,50,7,58
48,76,87,89
95,69,48,57
16,72,8,80
56,70,53,58
50,65,79,74
43,43,43,8
14,97,24,2
5,33,14,15
61,78,61,51
83,6,44,95
72,94,18,36
21,24,87,45
86,77,24,93
12,17,76,31
84,64,13,56
2,39,24,97
21,50,63,52
52,4,37,54
52,79,33,22
13,21,63,32
82,5,11,80
86,49,40,28
11,19,56,53
2,92,16,40
16,76,15,74
14,41,33,77
42,51,16,96
54,10,5,77
42,100,46,51
78,94,77,63
19,87,39,78
20,95,54,93
47,34,67,42
50,24,97,43
99,96,83,13
14,58,52,97
24,60,70,49
67,7,52,54
61,70,65,46
65,24,52,47
82,93,3,88
49,55,54,93
65,14,50,41
26,47,55,17
14,27,31,34
83,8,17,34
51,91,24,12
20,21,81,98
87,62,62,90
66,41,58,65
77,84,48,79
34,87,89,71
13,100,20,3
99,81,24,68
8,46,95,6
28,62,24,67
0,28,41,14
67,43,45,92
8,22,55,55
46,40,57,27
4,7,49,40
38,10,23,17
24,69,33,64
51,24,42,17
22,21,52,1
5,71,5,95
8,89,79,1
21,41,30,55
94,55,80,82
2,38,52,44
85,36,47,18
5,78,33,31
82,29,44,94
63,89,62,63
62,68,71,48
33,57,96,62
27,70,6,36
86,7,67,18
7,51,34,44
50,19,85,93
22,56,13,83
43,55,30,82
82,80,58,20
58,38,90,34
72,86,40,72
24,45,44,22
48,58,96,100
5,36,42,75
68,91,65,84
12,41,44,21
71,84,67,79
13,17,86,99
77,36,77,14
32,19,25,26
90,13,34,99
2,84,2,32
21,25,13,74
18,11,18,59
61,3,95,35
25,36,76,97
34,98,55,53
46,49,72,22
50,93,21,23
32,42,1,18
100,88,35,39
17,61,62,23
49,88,49,33
59,90,14,67
51,32,88,95
99,90,1,30
6,36,9,81
0,49,86,11
76,26,14,26
60,42,45,26
89,22,47,87
47,37,29,0
99,18,93,99
0,21,4,47
55,19,73,21
48,82,22,71
43,61,79,95
19,57,75,3
65,27,75,8
42,26,41,100
73,100,94,81
98,66,15,84
95,51,11,26
71,97,47,96
34,28,42,37
88,44,81,47
48,3,79,96
61,84,49,65
26,14,20,5
27,95,81,55
95,74,31,18
71,53,57,89
12,60,54,88
36,31,96,12
24,76,21,88
66,50,82,50
28,2,23,44
48,78,73,49
54,48,51,77
32,19,6,74
92,95,60,65
46,8,70,13
42,80,7,49
68,68,65,38
70,77,43,7
27,79,98,26
24,21,88,98
11,71,77,64
44,19,95,40
20,93,58,32
16,33,26,13
14,94,100,30
74,8,8,3
9,43,71,97
99,52,94,56
0,12,89,10
70,42,99,53
87,83,14,32
79,5,0,34
25,1,12,33
29,56,17,84
95,93,11,30
52,57,35,50
5,40,13,35
70,18,82,93
79,82,26,6
52,35,78,64
72,27,56,67
4,91,73,31
92,22,55,85
47,73,82,61
22,27,56,3
47,74,77,26
34,54,34,89
94,84,71,77
18,54,51,93
74,89,53,57
53,92,55,25
81,6,91,22
81,9,17,93
11,26,51,94
12,57,32,99
70,4,14,41
7,15,83,46
97,12,51,97
95,43,47,59
41,47,3,49
29,61,64,57
35,85,33,87
25,75,18,94
41,98,0,58
50,11,8,95
61,33,15,53
69,40,35,74
61,21,5,25
93,57,54,36
1,50,97,87
18,52,68,40
4,72,65,90
12,47,56,6
78,44,90,66
48,40,59,43
39,77,74,25
15,91,6,86
7,3,72,47
17,18,56,61
45,56,27,37
63,68,81,95
31,85,15,24
60,38,27,8
56,8,85,6
48,35,69,68
44,0,92,0
81,99,51,21
46,57,52,53
45,58,96,20
10,73,39,74
56,32,5,20
9,93,87,69
27,51,71,21
29,48,56,47
16,3,42,46
34,61,89,22
15,58,80,5
85,15,91,67
85,92,90,0
87,51,39,59
18,68,33,70
24,41,95,87
77,91,75,92
80,15,53,26
52,95,43,98
15,53,54,49
64,78,99,16
87,89,90,91
14,12,17,20
88,93,12,59
11,80,94,93
91,87,63,71
65,65,56,40
55,93,30,1
62,30,36,78
30,44,14,97
61,25,89,12
60,36,8,94
6,12,43,31
86,10,80,73
14,26,8,78
17,69,62,79
53,37,38,23
63,86,40,26
70,60,62,77
2,48,39,100
41,80,60,25
9,62,3,3
79,82,72,17
35,82,11,22
18,79,70,92
78,22,51,0
14,88,91,30
61,87,24,49
98,34,46,43
10,11,60,100
22,11,51,53
88,14,8,32
90,72,43,52
22,48,22,95
94,88,81,96
65,6,73,48
61,11,80,72
41,18,13,56
60,99,94,19
18,22,96,3
20,22,91,97
82,64,6,100
38,91,6,91
29,15,97,30
55,13,77,76
94,42,19,12
77,46,97,37
17,35,22,82
64,81,16,71
36,1,4,65
71,41,62,56
25,80,29,78
88,50,54,69
62,46,67,16
56,21,48,70
17,25,3,54
96,38,81,86
95,12,55,79
60,25,6,10
88,50,99,55
69,93,19,9
11,34,0,94
63,78,85,61
86,7,75,27
54,10,22,84
32,50,48,73
30,23,25,22
81,74,2,82
64,50,86,26
57,73,64,1
1,24,8,5
95,76,15,16
59,87,23,76
0,80,62,54
85,66,88,17
12,77,46,47
79,24,28,85
98,64,92,100
18,43,24,54
20,29,74,94
18,48,26,75
20,93,65,11
3,89,35,90
59,46,2,4
1,86,28,58
6,46,0,40
21,5,30,18
71,43,37,77
31,75,97,80
23,63,74,81
74,27,40,58
57,80,36,10
49,21,73,25
98,86,23,48
64,43,1,86
12,3,24,12
73,16,21,37
17,23,20,70
10,23,44,22
87,46,6,62
93,78,35,21
54,95,79,37
6,1,11,36
96,4,27,68
34,5,25,91
72,16,72,74
96,25,31,74
4,35,21,12
80,8,93,34
58,46,41,34
55,50,38,53
77,36,75,93
55,71,22,4
35,57,97,73
89,77,31,84
0,77,12,31
98,49,8,58
78,34,70,89
98,27,12,61
39,3,76,60
52,87,23,17
51,62,44,73
94,96,29,82
54,23,63,53
97,49,92,7
20,28,69,55
30,39,69,90
22,25,95,23
38,91,76,7
16,62,35,79
23,46,63,21
32,76,82,60
67,69,70,36
44,98,47,26
35,27,75,50
78,79,45,79
83,25,10,57
78,37,36,24
43,43,21,40
83,19,72,54
64,20,28,80
55,56,30,21
33,79,43,98
68,49,10,45
31,39,81,12
72,45,52,56
30,4,90,90
100,50,66,85
90,76,62,37
73,79,66,79
32,15,73,100
87,17,72,24
50,26,100,55
81,31,88,66
5,8,74,5
21,71,21,66
100,12,53,90
99,93,43,95
21,58,23,94
61,15,92,58
83,3,36,88
77,21,25,25
35,93,91,93
85,87,82,34
50,35,21,27
70,50,89,31
9,23,83,37
48,66,99,43
36,95,81,78
22,78,95,8
73,47,51,62
56,4,8,72
86,59,32,14
0,41,72,56
69,5,77,24
3,7,41,29
94,86,51,12
86,86,11,69
33,44,80,80
21,28,51,38
25,91,3,81
15,71,81,37
43,58,83,53
57,28,27,75
57,51,44,6
94,79,50,27
60,2,34,40
41,81,35,67
5,8,30,70
9,82,77,48
25,41,62,57
88,29,59,61
65,12,33,38
64,50,43,50
48,76,85,30
52,52,66,52
87,94,9,54
49,71,47,46
77,19,70,5
5,97,65,28
58,96,44,40
87,51,11,76
55,86,71,32
69,57,81,32
5,16,47,56
46,30,83,52
55,46,36,20
89,49,35,32
64,70,68,56
65,0,55,75
14,94,55,24
69,53,67,0
50,81,80,4
39,25,88,27
27,67,21,8
5,51,97,14
12,46,83,46
25,2,53,68
95,1,58,81
43,20,49,69
7,56,46,56
78,89,72,29
23,6,65,73
1,65,34,95
44,43,68,79
70,56,78,9
95,40,15,99
19,58,19,29
46,23,88,57
26,68,73,52
73,84,6,21
43,36,34,6
60,53,24,77
99,78,29,31
53,53,79,94
28,31,88,79
82,38,96,5
49,14,94,31
37,41,77,100
21,90,52,58
75,72,81,81
67,51,47,45
32,69,0,38
46,60,62,44
73,92,53,13
68,46,45,90
74,29,76,43
48,99,35,7
75,43,74,58
